company_id,type,rule_id,text,confidence_pct
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
LTIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,73
M&M,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
M&M,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,89
M&M,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68
MARUTI,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
MARUTI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73
MOTHERSON,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
MOTHERSON,pro,FALLBACK_PRO,Available financial data did not trigger a specific predefined positive rule; company remains covered for further financial review,61
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,100
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,69
NESTLEIND,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71
NESTLEIND,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,66
NHPC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,94
NHPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,91
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
NHPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82
NHPC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,69
NTPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,81
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,70
ONGC,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
ONGC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,70
PFC,con,CON_01,Debt-to-equity ratio of 8.52 is elevated for a non-financial company and warrants monitoring,100
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,100
PFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
PFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,94
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,81
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
PIDILITIND,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
PIDILITIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73
PNB,con,CON_01,Debt-to-equity ratio of 3.68 is elevated for a non-financial company and warrants monitoring,83
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67
POWERGRID,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77
RECLTD,con,CON_01,Debt-to-equity ratio of 6.42 is elevated for a non-financial company and warrants monitoring,100
RECLTD,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
RECLTD,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,82
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,83
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76
RELIANCE,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
RELIANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
SBILIFE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,100
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,87
SBIN,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
SBIN,pro,FALLBACK_PRO,Available financial data did not trigger a specific predefined positive rule; company remains covered for further financial review,61
SHREECEM,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99
SHREECEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72
SHRIRAMFIN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
SHRIRAMFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,97
SHRIRAMFIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,92
SHRIRAMFIN,con,CON_01,Debt-to-equity ratio of 3.99 is elevated for a non-financial company and warrants monitoring,86
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73
SHRIRAMFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,70
SIEMENS,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,87
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76
SUNPHARMA,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98
SUNPHARMA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,73
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,68
TATACONSUM,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
TATACONSUM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
TATACONSUM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81
TATACONSUM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,68
TATACONSUM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67
TATAMOTORS,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
TATAMOTORS,pro,FALLBACK_PRO,Available financial data did not trigger a specific predefined positive rule; company remains covered for further financial review,61
TATAPOWER,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66
TATASTEEL,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
TATASTEEL,pro,FALLBACK_PRO,Available financial data did not trigger a specific predefined positive rule; company remains covered for further financial review,61
TCS,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,67
TECHM,con,CON_07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",100
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,79
TITAN,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,79
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76
TITAN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65
TORNTPHARM,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
TORNTPHARM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
TORNTPHARM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,84
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,74
TRENT,con,FALLBACK_CON,Available financial data did not trigger a specific predefined negative rule; company remains covered for further financial review,61
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100
TRENT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,85
TVSMOTOR,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
